,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
14703,14749,2013,2016,White,1,B Felony,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14704,14750,2013,2016,Black,0,C Felony,Property,Theft,Parole Granted,4JD,1,1,1,1,10.0,Property_Theft,C Felony_Property_Theft
14705,14751,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14706,14752,2013,2016,White,1,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14707,14753,2013,2016,White,3,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,unknown,0,1,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14708,14754,2013,2016,Black,2,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14709,14755,2013,2016,White,4,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14710,14756,2013,2016,White,4,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14711,14757,2013,2016,White,4,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14712,14758,2013,2016,White,2,D Felony,Drug,Trafficking,Parole Granted,1JD,0,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14713,14759,2013,2016,White,1,D Felony,Drug,Trafficking,Parole Granted,3JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14714,14760,2013,2016,White,1,D Felony,Drug,Trafficking,Parole Granted,3JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14715,14761,2013,2016,White,0,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14716,14762,2013,2016,White,0,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,1,1,1,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
14717,14763,2013,2016,Black,4,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14718,14764,2013,2016,White,2,C Felony,Violent,Kidnap,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Violent_Kidnap,C Felony_Violent_Kidnap
14719,14765,2013,2016,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,0,1,1,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
14720,14766,2013,2016,White,1,C Felony,Violent,Assault,Parole Granted,5JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
14721,14767,2013,2016,White,1,C Felony,Violent,Assault,Parole Granted,5JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
14722,14768,2013,2016,White,1,C Felony,Violent,Assault,Parole Granted,5JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
14723,14769,2013,2016,Black,3,D Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
14724,14770,2013,2016,Black,2,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14725,14771,2013,2016,White,2,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14726,14772,2013,2016,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
14727,14773,2013,2016,White,1,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
14728,14774,2013,2016,Black,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14729,14775,2013,2016,White,0,Aggravated Misdemeanor,Public Order,Weapons,Parole Granted,2JD,1,1,0,0,2.0,Public Order_Weapons,Aggravated Misdemeanor_Public Order_Weapons
14730,14776,2013,2016,White,0,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,0,1,0,0,2.0,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud
14731,14777,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14732,14778,2013,2016,White,1,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14733,14779,2013,2016,Black,2,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
14734,14780,2013,2016,White,2,D Felony,Drug,Drug Possession,Parole Granted,1JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
14735,14781,2013,2016,White,1,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,8JD,1,1,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
14736,14782,2013,2016,Black,1,C Felony,Violent,Assault,Parole Granted,unknown,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
14737,14783,2013,2016,White,3,D Felony,Public Order,Traffic,Parole Granted,5JD,0,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
14738,14784,2013,2016,White,2,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14739,14785,2013,2016,White,2,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14740,14786,2013,2016,White,0,D Felony,Drug,Trafficking,Parole Granted,8JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14741,14787,2013,2016,Hispanic,0,D Felony,Violent,Assault,Parole Granted,7JD,0,1,1,1,5.0,Violent_Assault,D Felony_Violent_Assault
14742,14788,2013,2016,Hispanic,0,B Felony,Drug,Trafficking,Paroled to Detainer - INS,unknown,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14743,14789,2013,2016,Hispanic,0,B Felony,Drug,Trafficking,Paroled to Detainer - INS,unknown,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14744,14790,2013,2016,Black,3,B Felony,Violent,Other Violent,Parole Granted,7JD,1,1,0,1,50.0,Violent_Other Violent,B Felony_Violent_Other Violent
14745,14791,2013,2016,Black,0,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14746,14792,2013,2016,Black,0,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
14747,14793,2013,2016,White,4,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,unknown,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14748,14794,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14749,14795,2013,2016,White,4,D Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,0,1,0,1,5.0,Violent_Murder/Manslaughter,D Felony_Violent_Murder/Manslaughter
14750,14796,2013,2016,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14751,14797,2013,2016,White,0,D Felony,Drug,Other Drug,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
14752,14798,2013,2016,Black,3,B Felony,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
14753,14799,2013,2016,Black,3,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_Weapons,Aggravated Misdemeanor_Public Order_Weapons
14754,14800,2013,2016,White,2,C Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
14755,14801,2013,2016,White,2,C Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
14756,14802,2013,2016,White,2,C Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
14757,14803,2013,2016,White,0,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
14758,14804,2013,2016,Black,4,C Felony,Property,Theft,Parole Granted,unknown,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14759,14805,2013,2016,Black,0,C Felony,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14760,14806,2013,2016,White,0,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Violent_Other Violent,Aggravated Misdemeanor_Violent_Other Violent
14761,14807,2013,2016,White,0,D Felony,Drug,Trafficking,Parole Granted,1JD,1,1,1,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14762,14808,2013,2016,White,3,B Felony,Other,Other Criminal,Parole Granted,unknown,0,1,0,1,50.0,Other_Other Criminal,B Felony_Other_Other Criminal
14763,14809,2013,2016,Hispanic,3,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
14764,14810,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14765,14811,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14766,14812,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14767,14813,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14768,14814,2013,2016,Black,0,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14769,14815,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14770,14816,2013,2016,Black,1,C Felony,Property,Burglary,Parole Granted,5JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
14771,14817,2013,2016,Black,1,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,unknown,1,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
14772,14818,2013,2016,Black,1,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,1,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14773,14819,2013,2016,White,1,C Felony,Violent,Other Violent,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
14774,14820,2013,2016,White,2,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,0,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
14775,14821,2013,2016,Hispanic,1,C Felony,Violent,Sex,Paroled to Detainer - INS,unknown,0,1,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
14776,14822,2013,2016,Hispanic,1,C Felony,Violent,Sex,Paroled to Detainer - INS,unknown,0,1,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
14777,14823,2013,2016,White,2,D Felony,Public Order,Other Public Order,Parole Granted,5JD,0,1,0,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
14778,14824,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14779,14825,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14780,14826,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14781,14827,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14782,14828,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14783,14829,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14784,14830,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14785,14831,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14786,14832,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14787,14833,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14788,14834,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14789,14835,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14790,14836,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14791,14837,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14792,14838,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14793,14839,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14794,14840,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14795,14841,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14796,14842,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14797,14843,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14798,14844,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14799,14845,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14800,14846,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14801,14847,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14802,14848,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14803,14849,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14804,14850,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14805,14851,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14806,14852,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14807,14853,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14808,14854,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14809,14855,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14810,14856,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14811,14857,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14812,14858,2013,2016,White,0,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
14813,14859,2013,2016,White,1,D Felony,Violent,Assault,Parole Granted,7JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14814,14860,2013,2016,White,1,D Felony,Violent,Assault,Parole Granted,7JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14815,14861,2013,2016,White,1,D Felony,Violent,Assault,Parole Granted,7JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14816,14862,2013,2016,White,1,D Felony,Violent,Assault,Parole Granted,7JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
14817,14863,2013,2016,White,1,D Felony,Property,Theft,Parole Granted,7JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14818,14864,2013,2016,White,1,D Felony,Property,Theft,Parole Granted,7JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
14819,14865,2013,2016,White,0,D Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14820,14866,2013,2016,Black,1,C Felony,Property,Burglary,Parole Granted,6JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
14821,14867,2013,2016,Hispanic,4,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14822,14868,2013,2016,Black,2,D Felony,Public Order,Flight/Escape,Parole Granted,2JD,0,1,0,1,5.0,Public Order_Flight/Escape,D Felony_Public Order_Flight/Escape
14823,14869,2013,2016,White,1,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14824,14870,2013,2016,White,1,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14825,14871,2013,2016,White,1,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14826,14872,2013,2016,White,3,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,unknown,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
14827,14873,2013,2016,White,1,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
14828,14874,2013,2016,White,1,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,0,1,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
14829,14875,2013,2016,White,1,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,0,1,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
14830,14876,2013,2016,American Native,0,C Felony,Property,Theft,Parole Granted,3JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
14831,14877,2013,2016,White,0,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,1,1,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
14832,14878,2013,2016,White,1,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,0,1,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
14833,14879,2013,2016,White,1,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,0,1,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
14834,14880,2013,2016,Black,0,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14835,14881,2013,2016,Black,0,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
14836,14882,2013,2016,White,2,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14837,14883,2013,2016,White,2,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
14838,14884,2013,2016,White,2,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
