Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,6JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Hispanic,Under 25,D Felony,Property,Vandalism,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Female
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Female
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,262,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Kidnap,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole Granted,5JD,Yes,181,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,68,D Felony,Public Order,Flight/Escape,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,198,,,,Yes,Tech,Male
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,691,Aggravated Misdemeanor,Violent,Other Violent,No,New,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Other,Other Violent,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,384,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,5JD,Yes,154,Serious Misdemeanor,Public Order,Flight/Escape,Yes,New,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,Yes,557,D Felony,Public Order,Other Public Order,No,New,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Paroled to Detainer - Out of State,,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,55 and Older,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,Black - Non-Hispanic,55 and Older,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,6JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Female
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,685,C Felony,Drug,Trafficking,No,New,Male
2013,2016,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,Parole Granted,,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole Granted,4JD,Yes,346,,,,Yes,Tech,Male
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Violent,Sex,Released to Special Sentence,7JD,Yes,168,,,,Yes,Tech,Male
2013,2016,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,367,D Felony,Drug,Drug Possession,Yes,New,Female
2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Hispanic,25-34,D Felony,Violent,Sex,Released to Special Sentence,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,497,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,6JD,Yes,882,D Felony,Drug,Drug Possession,Yes,New,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,45-54,C Felony,Property,Theft,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,974,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Female
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,397,,,,Yes,Tech,Male
2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Female
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Female
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,Yes,209,D Felony,Property,Theft,Yes,New,Male
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,Yes,442,Aggravated Misdemeanor,Public Order,OWI,No,New,Male
2013,2016,Black - Non-Hispanic,35-44,C Felony,Property,Theft,Parole Granted,1JD,Yes,137,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Parole Granted,3JD,Yes,148,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,40,,,,No,Tech,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Parole Granted,2JD,Yes,439,D Felony,Public Order,Other Public Order,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Female
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,3JD,Yes,180,,,,Yes,Tech,Female
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,1JD,Yes,570,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,C Felony,Violent,Kidnap,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,747,C Felony,Drug,Trafficking,Yes,New,Male
2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,1JD,Yes,278,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Female
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole Granted,7JD,Yes,755,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,62,,,,Yes,Tech,Male
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,3JD,Yes,327,Serious Misdemeanor,Public Order,Flight/Escape,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,Yes,737,C Felony,Property,Burglary,No,New,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,8JD,Yes,377,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,Yes,681,C Felony,Violent,Other Violent,No,New,Male
2013,2016,Black - Non-Hispanic,45-54,B Felony,Violent,Sex,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole Granted,2JD,Yes,286,D Felony,Drug,Trafficking,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,323,Aggravated Misdemeanor,Public Order,Weapons,Yes,New,Male
2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Hispanic,45-54,C Felony,Violent,Sex,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,304,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,59,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,654,D Felony,Drug,Trafficking,No,New,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Discharged - Expiration of Sentence,,Yes,584,Special Sentence 2005,Violent,Sex,No,New,Male
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,180,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,1JD,Yes,424,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Paroled to Detainer - INS,5JD,Yes,642,C Felony,Property,Theft,Yes,New,Male
2013,2016,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Hispanic,25-34,C Felony,Property,Theft,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,82,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole Granted,6JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole Granted,6JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole Granted,,No,,,,,Yes,No Recidivism,Male
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,540,D Felony,Drug,Trafficking,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,Released to Special Sentence,6JD,Yes,664,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,45-54,D Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,5JD,Yes,298,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Male
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Parole Granted,2JD,Yes,89,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,1JD,Yes,493,,,,Yes,Tech,Male
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,278,Serious Misdemeanor,Public Order,OWI,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,1038,D Felony,Property,Forgery/Fraud,Yes,New,Male
2013,2016,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,243,,,,Yes,Tech,Male
2013,2016,White - Hispanic,Under 25,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,404,,,,Yes,Tech,Male
2013,2016,Black - Non-Hispanic,45-54,C Felony,Violent,Robbery,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole Granted,1JD,Yes,337,D Felony,Public Order,Weapons,Yes,New,Male
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,866,C Felony,Drug,Trafficking,No,New,Male
2013,2016,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,371,,,,Yes,Tech,Male
2013,2016,White - Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole Granted,7JD,Yes,371,D Felony,Property,Burglary,Yes,New,Male
2013,2016,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,3JD,Yes,222,Aggravated Misdemeanor,Property,Theft,Yes,New,Male
2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
